id,user_id,bmi,plan,created_at
1,1,22.03856749311295,"{""breakfast"": [""Greek yogurt with berries and granola"", ""Whole grain toast with avocado and egg"", ""Oatmeal with fruit and nuts""], ""lunch"": [""Grilled chicken salad with mixed greens"", ""Turkey and vegetable wrap"", ""Quinoa bowl with vegetables and lean protein""], ""dinner"": [""Baked fish with roasted vegetables"", ""Stir-fried tofu with vegetables and brown rice"", ""Lean meat with sweet potato and broccoli""], ""snacks"": [""Apple slices with almond butter"", ""Carrot sticks with hummus"", ""Greek yogurt"", ""Handful of mixed nuts""], ""tips"": [""Maintain your balanced diet to stay in the healthy weight range"", ""Stay hydrated with water throughout the day"", ""Include a variety of fruits and vegetables for micronutrients"", ""Moderate portion sizes to maintain your weight""]}",2025-08-11T14:18:12.368258
2,1,22.03856749311295,"{""breakfast"": [""Greek yogurt with berries and granola"", ""Whole grain toast with avocado and egg"", ""Oatmeal with fruit and nuts""], ""lunch"": [""Grilled chicken salad with mixed greens"", ""Turkey and vegetable wrap"", ""Quinoa bowl with vegetables and lean protein""], ""dinner"": [""Baked fish with roasted vegetables"", ""Stir-fried tofu with vegetables and brown rice"", ""Lean meat with sweet potato and broccoli""], ""snacks"": [""Apple slices with almond butter"", ""Carrot sticks with hummus"", ""Greek yogurt"", ""Handful of mixed nuts""], ""tips"": [""Maintain your balanced diet to stay in the healthy weight range"", ""Stay hydrated with water throughout the day"", ""Include a variety of fruits and vegetables for micronutrients"", ""Moderate portion sizes to maintain your weight""]}",2025-08-13T16:42:49.677067
3,1,22.03856749311295,"{""breakfast"": [""Greek yogurt with berries and granola"", ""Whole grain toast with avocado and egg"", ""Oatmeal with fruit and nuts""], ""lunch"": [""Grilled chicken salad with mixed greens"", ""Turkey and vegetable wrap"", ""Quinoa bowl with vegetables and lean protein""], ""dinner"": [""Baked fish with roasted vegetables"", ""Stir-fried tofu with vegetables and brown rice"", ""Lean meat with sweet potato and broccoli""], ""snacks"": [""Apple slices with almond butter"", ""Carrot sticks with hummus"", ""Greek yogurt"", ""Handful of mixed nuts""], ""tips"": [""Maintain your balanced diet to stay in the healthy weight range"", ""Stay hydrated with water throughout the day"", ""Include a variety of fruits and vegetables for micronutrients"", ""Moderate portion sizes to maintain your weight""]}",2025-08-13T16:42:52.823986
4,1,22.03856749311295,"{""breakfast"": [""Greek yogurt with berries and granola"", ""Whole grain toast with avocado and egg"", ""Oatmeal with fruit and nuts""], ""lunch"": [""Grilled chicken salad with mixed greens"", ""Turkey and vegetable wrap"", ""Quinoa bowl with vegetables and lean protein""], ""dinner"": [""Baked fish with roasted vegetables"", ""Stir-fried tofu with vegetables and brown rice"", ""Lean meat with sweet potato and broccoli""], ""snacks"": [""Apple slices with almond butter"", ""Carrot sticks with hummus"", ""Greek yogurt"", ""Handful of mixed nuts""], ""tips"": [""Maintain your balanced diet to stay in the healthy weight range"", ""Stay hydrated with water throughout the day"", ""Include a variety of fruits and vegetables for micronutrients"", ""Moderate portion sizes to maintain your weight""]}",2025-08-13T16:42:53.754471
5,1,22.03856749311295,"{""breakfast"": [""Greek yogurt with berries and granola"", ""Whole grain toast with avocado and egg"", ""Oatmeal with fruit and nuts""], ""lunch"": [""Grilled chicken salad with mixed greens"", ""Turkey and vegetable wrap"", ""Quinoa bowl with vegetables and lean protein""], ""dinner"": [""Baked fish with roasted vegetables"", ""Stir-fried tofu with vegetables and brown rice"", ""Lean meat with sweet potato and broccoli""], ""snacks"": [""Apple slices with almond butter"", ""Carrot sticks with hummus"", ""Greek yogurt"", ""Handful of mixed nuts""], ""tips"": [""Maintain your balanced diet to stay in the healthy weight range"", ""Stay hydrated with water throughout the day"", ""Include a variety of fruits and vegetables for micronutrients"", ""Moderate portion sizes to maintain your weight""]}",2025-08-13T16:42:58.788671
6,1,22.03856749311295,"{""breakfast"": [""Greek yogurt with berries and granola"", ""Whole grain toast with avocado and egg"", ""Oatmeal with fruit and nuts""], ""lunch"": [""Grilled chicken salad with mixed greens"", ""Turkey and vegetable wrap"", ""Quinoa bowl with vegetables and lean protein""], ""dinner"": [""Baked fish with roasted vegetables"", ""Stir-fried tofu with vegetables and brown rice"", ""Lean meat with sweet potato and broccoli""], ""snacks"": [""Apple slices with almond butter"", ""Carrot sticks with hummus"", ""Greek yogurt"", ""Handful of mixed nuts""], ""tips"": [""Maintain your balanced diet to stay in the healthy weight range"", ""Stay hydrated with water throughout the day"", ""Include a variety of fruits and vegetables for micronutrients"", ""Moderate portion sizes to maintain your weight""]}",2025-08-13T16:42:59.891312
7,1,22.03856749311295,"{""breakfast"": [""Greek yogurt with berries and granola"", ""Whole grain toast with avocado and egg"", ""Oatmeal with fruit and nuts""], ""lunch"": [""Grilled chicken salad with mixed greens"", ""Turkey and vegetable wrap"", ""Quinoa bowl with vegetables and lean protein""], ""dinner"": [""Baked fish with roasted vegetables"", ""Stir-fried tofu with vegetables and brown rice"", ""Lean meat with sweet potato and broccoli""], ""snacks"": [""Apple slices with almond butter"", ""Carrot sticks with hummus"", ""Greek yogurt"", ""Handful of mixed nuts""], ""tips"": [""Maintain your balanced diet to stay in the healthy weight range"", ""Stay hydrated with water throughout the day"", ""Include a variety of fruits and vegetables for micronutrients"", ""Moderate portion sizes to maintain your weight""]}",2025-08-14T14:37:01.909696
8,1,22189.34911242603,"{""breakfast"": [""Vegetable omelette with whole grain toast"", ""Greek yogurt with berries"", ""Overnight oats with chia seeds and fruit""], ""lunch"": [""Large salad with grilled chicken and light dressing"", ""Vegetable soup with a side of lean protein"", ""Lettuce wraps with lean ground turkey""], ""dinner"": [""Grilled fish with steamed vegetables"", ""Baked chicken with roasted vegetables"", ""Tofu and vegetable stir-fry with small portion of brown rice""], ""snacks"": [""Cucumber slices with hummus"", ""Celery with small amount of nut butter"", ""Small apple"", ""Hard-boiled egg""], ""tips"": [""Focus on portion control to reduce calorie intake"", ""Include plenty of vegetables to feel full with fewer calories"", ""Choose lean proteins to support muscle maintenance"", ""Stay hydrated as thirst can sometimes be mistaken for hunger"", ""Reduce processed foods and added sugars""]}",2025-09-28T05:09:48.992827
9,1,15306.12244897959,"{""breakfast"": [""Vegetable omelette with whole grain toast"", ""Greek yogurt with berries"", ""Overnight oats with chia seeds and fruit""], ""lunch"": [""Large salad with grilled chicken and light dressing"", ""Vegetable soup with a side of lean protein"", ""Lettuce wraps with lean ground turkey""], ""dinner"": [""Grilled fish with steamed vegetables"", ""Baked chicken with roasted vegetables"", ""Tofu and vegetable stir-fry with small portion of brown rice""], ""snacks"": [""Cucumber slices with hummus"", ""Celery with small amount of nut butter"", ""Small apple"", ""Hard-boiled egg""], ""tips"": [""Focus on portion control to reduce calorie intake"", ""Include plenty of vegetables to feel full with fewer calories"", ""Choose lean proteins to support muscle maintenance"", ""Stay hydrated as thirst can sometimes be mistaken for hunger"", ""Reduce processed foods and added sugars""]}",2025-09-28T05:27:17.485305
10,1,16568.047337278105,"{""breakfast"": [""Vegetable omelette with whole grain toast"", ""Greek yogurt with berries"", ""Overnight oats with chia seeds and fruit""], ""lunch"": [""Large salad with grilled chicken and light dressing"", ""Vegetable soup with a side of lean protein"", ""Lettuce wraps with lean ground turkey""], ""dinner"": [""Grilled fish with steamed vegetables"", ""Baked chicken with roasted vegetables"", ""Tofu and vegetable stir-fry with small portion of brown rice""], ""snacks"": [""Cucumber slices with hummus"", ""Celery with small amount of nut butter"", ""Small apple"", ""Hard-boiled egg""], ""tips"": [""Focus on portion control to reduce calorie intake"", ""Include plenty of vegetables to feel full with fewer calories"", ""Choose lean proteins to support muscle maintenance"", ""Stay hydrated as thirst can sometimes be mistaken for hunger"", ""Reduce processed foods and added sugars""]}",2025-09-28T15:45:14.330950
11,1,16568.047337278105,"{""breakfast"": [""Vegetable omelette with whole grain toast"", ""Greek yogurt with berries"", ""Overnight oats with chia seeds and fruit""], ""lunch"": [""Large salad with grilled chicken and light dressing"", ""Vegetable soup with a side of lean protein"", ""Lettuce wraps with lean ground turkey""], ""dinner"": [""Grilled fish with steamed vegetables"", ""Baked chicken with roasted vegetables"", ""Tofu and vegetable stir-fry with small portion of brown rice""], ""snacks"": [""Cucumber slices with hummus"", ""Celery with small amount of nut butter"", ""Small apple"", ""Hard-boiled egg""], ""tips"": [""Focus on portion control to reduce calorie intake"", ""Include plenty of vegetables to feel full with fewer calories"", ""Choose lean proteins to support muscle maintenance"", ""Stay hydrated as thirst can sometimes be mistaken for hunger"", ""Reduce processed foods and added sugars""]}",2025-09-28T15:46:00.812293
12,1,23139.90744037024,"{""breakfast"": [""Vegetable omelette with whole grain toast"", ""Greek yogurt with berries"", ""Overnight oats with chia seeds and fruit""], ""lunch"": [""Large salad with grilled chicken and light dressing"", ""Vegetable soup with a side of lean protein"", ""Lettuce wraps with lean ground turkey""], ""dinner"": [""Grilled fish with steamed vegetables"", ""Baked chicken with roasted vegetables"", ""Tofu and vegetable stir-fry with small portion of brown rice""], ""snacks"": [""Cucumber slices with hummus"", ""Celery with small amount of nut butter"", ""Small apple"", ""Hard-boiled egg""], ""tips"": [""Focus on portion control to reduce calorie intake"", ""Include plenty of vegetables to feel full with fewer calories"", ""Choose lean proteins to support muscle maintenance"", ""Stay hydrated as thirst can sometimes be mistaken for hunger"", ""Reduce processed foods and added sugars""]}",2025-09-30T05:52:04.371652
13,1,23139.90744037024,"{""breakfast"": [""Vegetable omelette with whole grain toast"", ""Greek yogurt with berries"", ""Overnight oats with chia seeds and fruit""], ""lunch"": [""Large salad with grilled chicken and light dressing"", ""Vegetable soup with a side of lean protein"", ""Lettuce wraps with lean ground turkey""], ""dinner"": [""Grilled fish with steamed vegetables"", ""Baked chicken with roasted vegetables"", ""Tofu and vegetable stir-fry with small portion of brown rice""], ""snacks"": [""Cucumber slices with hummus"", ""Celery with small amount of nut butter"", ""Small apple"", ""Hard-boiled egg""], ""tips"": [""Focus on portion control to reduce calorie intake"", ""Include plenty of vegetables to feel full with fewer calories"", ""Choose lean proteins to support muscle maintenance"", ""Stay hydrated as thirst can sometimes be mistaken for hunger"", ""Reduce processed foods and added sugars""]}",2025-09-30T05:52:20.345347
14,1,23139.90744037024,"{""breakfast"": [""Vegetable omelette with whole grain toast"", ""Greek yogurt with berries"", ""Overnight oats with chia seeds and fruit""], ""lunch"": [""Large salad with grilled chicken and light dressing"", ""Vegetable soup with a side of lean protein"", ""Lettuce wraps with lean ground turkey""], ""dinner"": [""Grilled fish with steamed vegetables"", ""Baked chicken with roasted vegetables"", ""Tofu and vegetable stir-fry with small portion of brown rice""], ""snacks"": [""Cucumber slices with hummus"", ""Celery with small amount of nut butter"", ""Small apple"", ""Hard-boiled egg""], ""tips"": [""Focus on portion control to reduce calorie intake"", ""Include plenty of vegetables to feel full with fewer calories"", ""Choose lean proteins to support muscle maintenance"", ""Stay hydrated as thirst can sometimes be mistaken for hunger"", ""Reduce processed foods and added sugars""]}",2025-09-30T05:52:22.443454
15,1,22.857142857142858,"{""breakfast"": [""Greek yogurt with berries and granola"", ""Whole grain toast with avocado and egg"", ""Oatmeal with fruit and nuts""], ""lunch"": [""Grilled chicken salad with mixed greens"", ""Turkey and vegetable wrap"", ""Quinoa bowl with vegetables and lean protein""], ""dinner"": [""Baked fish with roasted vegetables"", ""Stir-fried tofu with vegetables and brown rice"", ""Lean meat with sweet potato and broccoli""], ""snacks"": [""Apple slices with almond butter"", ""Carrot sticks with hummus"", ""Greek yogurt"", ""Handful of mixed nuts""], ""tips"": [""Maintain your balanced diet to stay in the healthy weight range"", ""Stay hydrated with water throughout the day"", ""Include a variety of fruits and vegetables for micronutrients"", ""Moderate portion sizes to maintain your weight""]}",2025-10-10T06:27:28.612710
16,1,29.218407596785973,"{""breakfast"": [""Vegetable omelette with whole grain toast"", ""Greek yogurt with berries"", ""Overnight oats with chia seeds and fruit""], ""lunch"": [""Large salad with grilled chicken and light dressing"", ""Vegetable soup with a side of lean protein"", ""Lettuce wraps with lean ground turkey""], ""dinner"": [""Grilled fish with steamed vegetables"", ""Baked chicken with roasted vegetables"", ""Tofu and vegetable stir-fry with small portion of brown rice""], ""snacks"": [""Cucumber slices with hummus"", ""Celery with small amount of nut butter"", ""Small apple"", ""Hard-boiled egg""], ""tips"": [""Focus on portion control to reduce calorie intake"", ""Include plenty of vegetables to feel full with fewer calories"", ""Choose lean proteins to support muscle maintenance"", ""Stay hydrated as thirst can sometimes be mistaken for hunger"", ""Reduce processed foods and added sugars""]}",2025-10-11T05:31:19.078581
17,9,22.03856749311295,"{""breakfast"": [""Greek yogurt with berries and granola"", ""Whole grain toast with avocado and egg"", ""Oatmeal with fruit and nuts""], ""lunch"": [""Grilled chicken salad with mixed greens"", ""Turkey and vegetable wrap"", ""Quinoa bowl with vegetables and lean protein""], ""dinner"": [""Baked fish with roasted vegetables"", ""Stir-fried tofu with vegetables and brown rice"", ""Lean meat with sweet potato and broccoli""], ""snacks"": [""Apple slices with almond butter"", ""Carrot sticks with hummus"", ""Greek yogurt"", ""Handful of mixed nuts""], ""tips"": [""Maintain your balanced diet to stay in the healthy weight range"", ""Stay hydrated with water throughout the day"", ""Include a variety of fruits and vegetables for micronutrients"", ""Moderate portion sizes to maintain your weight""]}",2025-10-14T15:51:11.672062
